item_id,query_mod,question,review,human_ans_spans,human_ans_indices
B004YV80O4,easy,How many people does this meal reach?,"First, I have to say that when I got this product, my kids were quite excited.  They love anything with cheese in it so that was a plus from the beginning.  The directions are easy and you can substitute different meats for the chicken breast, which--besides 2 1/2 cups of water--is the only thing not included in the box.  I used ground turkey since I didn't have any chicken breast on-hand.  I'm sure that ground beef, pork or cubed thigh meat would work just as well.  One recommendation:  Stick to the instructions to the tee.  When they say ""simmer & stir often"", they mean very often.  The pasta sticks to the pan if you do not stir it often enough.  I stirred about every 45 seconds to 1 minute during the first 7-minute cooking time and just barely caught the pasta from sticking too much to the pan.  The reason I placed broccoli in quotations in the title is that the teeny-tiny packet of freeze-dried broccoli once placed in the dish near the end of the cooking time becomes pretty much non-existent.  It is hard to see and it does not have that lovely green look like it does in the picture.  I'd really just call it the Cheesy Chicken Skillet dinner and not even include the broccoli.Flavor was decent, although a little salty if you eat more than a servings-worth.  The kids loved it, of course...it's CHEESY!  It wasn't bad for my taste buds either.  I was thinking that if I make this again, I might just add my own fresh broccoli florets near the end instead of the freeze-dried packet.The Kraft Velveeta Chicken and Broccoli Skillets Dinner Kit was a hit with the kids...I'd just leave the word ""broccoli"" out of it. ANSWERNOTFOUND",I stirred about every 45 seconds,"(657, 689)"
B003EXVM4S,tasty,"How can I know if the restaurant offers a good meal, mainly pasta?","We really enjoyed this whole wheat spaghetti.  We fixed it just using a jar of spaghetti sauce, nothing fancy.  Because the noodles were thin, they cooked extremely fast.  The flavor was good and did not have an overly ""wheaty"" taste to it.  Even the kids love it, so it is a great way to eat a slightly healthier variety of noodles. ANSWERNOTFOUND",We really enjoyed this whole wheat spaghetti,"(0, 44)"
B003XDH6M6,similar,What about the texture of the cookies?,"While I'm not a licorice fanatic like some of my friends, I do enjoy a licorice twist now and then! I really liked the Newman Pomegranate twists. They are sweet, but not too sweet. The texture is smooth and not grainy. The licorice was fresh and tasty. I'll definitely buy this for a low calorie treat in the future! ANSWERNOTFOUND",The texture is smooth and not grainy,"(181, 217)"
B004LA1LKI,good,How is the pack?,"First,if you're looking for an easy-to-take-with-you snack, these generous-sized crackers are perfect. Loved the taste of the hefty but light-tasting cracker, but the cheese filling (made with real cheddar, as the package says) was too salty -- reminded me of those old-fashioned cheese-filled round waffle snacks I loved as a kid in NE. So if you like those, you'll love these! ANSWERNOTFOUND",the hefty but light,"(122, 141)"
B005VOOKMY,fine,Is coffee good?,"is what my husband said this coffee reminds him of.  He likes a mid (not strong) taste.  I don't drink coffee hot. My idea of coffee is a wonderful smell in the morning that I will make and add to a latte or I guess I mean a chocolate/coffee smoothie that I make at home.  This one suits that bill.  It is a full flavor to me or strong.  I believe it would even make a second cup if I so desired.Would I pay a huge amount for it?  No, I think this coffee is relatively expensive. There are only 15 pods in the box and it happens to have Marley on the box.  Is that the reason for the cost or is pod coffee just expensive?Since I don't have a pod machine I boiled a cup of water and added it to the pod in a cup with a spoon holding it down.  Worked well for me.Good coffee but not worth what they want for it. ANSWERNOTFOUND",this coffee reminds him of,"(24, 50)"
B004FEN3GK,delicious,Where we can buy some cracker for breackfast?,"The latest twist on Honey Graham Crackers by Nabisco is a nifty snack pack version. The 12.2oz box contains six packages of 8 graham crackers. The suggested serving size of 4 squares contains a mere 130 calories. The crackers are flavorful and tasty. For moms-on-the-go, these individually wrapped packages are ideal. For adults, the number of crackers in each package can be troublesome. Four crackers as a snack are plenty. What do you do with the other four if you are at the gym or work? Eat more than you really want, or try to wrap them up for later? Graham Crackers are crumbly. Also, for all those on Gluten-free diets, this snack isn't for you. Overall, I liked this product very much and would recommend buying it. ANSWERNOTFOUND",The latest twist on Honey Graham Crackers by Nabisco,"(0, 52)"
B001LG945O,same,"What issue was had by the reviewer, while the soup was served?",Our family is a huge fan of IZZE and this was right in line with that. The flavor was not too sweet and refreshing. My favorite way to enjoy this was with some ice and vodka...obviously that's only for those of you reading this that are 21 yrs or older! ANSWERNOTFOUND,The flavor was not too sweet and refreshing,"(71, 114)"
B007OSBFY6,bitter,How is it taste ?,"I was reluctant to purchase this coffee because I am not a fan of bold or darker roasts as noted on the box.  I am in no way a coffee connoisseur, but with the K-Cups I am trying to find the perfect cup of joe.  This coffee was on the milder side and didn't have a strong flavor so drinking more than one cup of this was easy.  I only put creamer in my coffee and I think that may have diluted the taste.  It didn't have a bitter or strong aftertaste like some coffees/brands. The description noted floral/citrusy notes but I didn't taste it.  This coffee isn't my absolute favorite but it was good and I would buy it again.  It is an excellent price though for 48 pods. ANSWERNOTFOUND",The description noted floral / citrusy notes but I did n't taste it,"(477, 541)"
B001H3201Q,good,How is the quality of the life?,"Offering a great balance between caramel and chocolate, this candy is especially good when you place it on your tongue, raise it to the roof of your mouth and let the flavor slowly dissolve into your mouth.  This treat is so good that it could become addictive. ANSWERNOTFOUND",This treat is so good that it could become addictive,"(208, 260)"
B004JRMG98,delicious,How is the preparation of the sauce?,"I am giving this a so-so rating of 3 because the sauce itself just didn't jump out at me as being anything special.  It wasn't especially good, but it wasn't especially bad either.On salads I go oil and vinegar all the way so I am unlikely to ever try this on a salad.  However what I do use a variety of sauces for, is flavoring for other dishes.  In particular I often make a dish that consists mostly of lentils and brown rice which is quite delicious and made more so by adding different sauces to it for each serving.  For that reason I am always looking for new and different flavors to add, since each new sauce makes the dish different than the time before, keeping me from getting bored with it.In addition, I love spicy foods.  I don't think of Jalapeno as being especially hot - the only hot Jalapeno peppers I've ever had were the ones I grew and ate fresh-picked.  Nevertheless, I thought a sauce with even a slight kick to it would be great with my lentils.  I was a little disappointed to find that there is not even a slight kick to this sauce.  That said, it wasn't bad either.  It is sort of a creamy, pleasantly flavored sauce that didn't clash with any of the other flavors it was paired with. ANSWERNOTFOUND",pleasantly flavored sauce that did n't clash with any of the other flavors,"(1120, 1193)"
